Time,Radiation,Temperature,Pressure,Humidity,Speed,WindDirection(Degrees)
11:10:05,18.32,46.0,30.42,95.0,9.0,162.09
11:10:06,1009.88,58.0,30.47,77.0,7.87,68.09
11:10:18,662.2,57.0,30.49,38.0,2.25,103.58
11:10:20,1040.39,58.0,30.47,90.0,5.62,74.24
11:15:09,15.01,46.0,30.42,95.0,6.75,199.91
11:15:18,431.56,57.0,30.48,41.0,10.12,81.6
11:15:22,1040.93,59.0,30.46,88.0,7.87,18.01
11:20:05,15.08,46.0,30.42,96.0,12.37,180.68
11:20:07,978.36,58.0,30.46,76.0,11.25,89.95
11:20:20,753.2,57.5,30.47,67.5,7.31,67.43
11:25:02,14.14,46.0,30.42,96.0,11.25,114.71
11:25:08,952.03,58.0,30.46,77.0,14.62,46.19
11:25:21,1069.03,58.0,30.48,40.0,5.62,78.32
11:25:22,1166.39,58.0,30.46,96.0,3.37,81.37
11:30:01,17.39,46.0,30.42,95.0,9.0,144.34
11:30:05,974.1,59.0,30.46,73.0,7.87,110.8
11:30:20,1206.19,57.0,30.46,97.0,4.5,106.05
11:30:21,831.49,58.0,30.48,38.0,6.75,51.14
11:35:01,22.15,45.0,30.42,95.0,15.75,182.22
11:35:09,1005.43,59.0,30.46,76.0,10.12,37.34
11:35:17,581.09,58.0,30.49,40.0,1.12,4.31
11:35:25,757.47,57.0,30.46,97.0,7.87,73.55
11:40:02,24.75,45.0,30.41,93.0,16.87,156.53
11:40:09,1000.96,59.0,30.46,71.0,11.25,31.44
11:40:21,610.59,58.0,30.48,44.0,2.25,147.75
11:40:24,1054.1,58.0,30.46,97.0,5.62,57.96
11:45:03,24.68,44.0,30.41,94.0,14.62,148.04
11:45:18,636.29,58.0,30.48,45.0,5.62,41.24
11:45:23,623.08,57.0,30.46,98.0,7.87,34.52
11:50:02,27.89,44.0,30.41,93.0,19.12,160.29
11:50:05,1063.06,60.0,30.46,71.0,3.37,38.77
11:50:17,405.15,57.0,30.48,49.0,1.12,16.79
11:50:21,1243.14,57.0,30.46,98.0,11.25,29.74
11:55:02,28.76,45.0,30.41,93.0,18.0,169.45
11:55:08,1061.27,60.0,30.46,72.0,7.87,89.07
11:55:17,747.42,57.0,30.48,47.0,5.62,88.23
11:55:22,913.44,57.0,30.46,98.0,7.87,86.29
12:00:03,38.66,45.0,30.4,93.0,20.25,154.87
12:00:10,1065.3,60.0,30.46,73.0,5.62,28.35
12:00:17,475.63,57.0,30.48,48.0,4.5,0.79
12:00:24,856.91,57.0,30.46,99.0,14.62,17.83
12:05:02,50.66,45.0,30.41,93.0,9.0,199.22
12:05:05,1070.12,60.0,30.46,69.0,5.62,62.41
12:05:18,930.48,57.0,30.47,50.0,5.62,84.77
12:05:20,544.82,56.0,30.45,98.0,9.0,7.8
12:10:02,75.01,45.0,30.41,93.0,14.62,170.78
12:10:17,840.19,57.0,30.47,47.0,7.87,60.9
12:10:18,708.8,56.0,30.45,98.0,13.5,48.94
12:15:02,82.37,45.0,30.41,93.0,9.0,164.11
12:15:09,1067.15,60.0,30.46,71.0,6.75,105.16
12:15:17,731.83,57.0,30.48,45.0,7.87,33.72
12:15:20,1231.42,56.0,30.45,97.0,6.75,68.49
12:20:01,111.87,45.0,30.41,93.0,10.12,151.19
12:20:05,1072.24,60.0,30.45,68.0,11.25,38.74
12:20:18,1179.95,57.0,30.47,44.0,4.5,102.46
12:20:21,822.75,57.0,30.45,97.0,4.5,127.04
12:25:02,132.11,45.0,30.4,93.0,13.5,162.31
12:25:17,475.6,58.0,30.47,46.0,3.37,45.36
12:25:21,1204.21,57.0,30.45,97.0,9.0,61.85
12:30:01,163.91,45.0,30.4,93.0,13.5,159.64
12:30:07,1072.94,60.0,30.45,68.0,5.62,8.97
12:30:23,864.56,57.5,30.46,70.0,4.5,74.42
12:35:04,117.81,45.0,30.4,93.0,12.37,163.99
12:35:18,1052.08,59.0,30.47,41.0,1.12,133.18
12:35:21,1085.72,58.0,30.45,95.0,11.25,81.51
12:40:03,168.63,45.0,30.4,93.0,15.75,111.19
12:40:05,1073.43,60.0,30.45,60.0,11.25,63.24
12:40:18,1063.98,59.0,30.47,38.0,6.75,105.92
12:40:19,953.49,58.0,30.44,95.0,9.0,6.63
12:45:01,96.85,45.0,30.4,93.0,12.37,104.58
12:45:06,1069.16,61.0,30.45,62.0,4.5,65.54
12:45:18,1038.7,59.0,30.47,38.0,4.5,144.7
12:45:20,979.36,58.0,30.44,94.0,7.87,57.11
12:50:02,116.2,45.0,30.4,93.0,3.37,73.4
12:50:19,1154.39,58.0,30.44,94.0,9.0,55.98
12:50:21,422.8,59.0,30.47,40.0,5.62,147.86
12:55:03,239.52,45.0,30.39,93.0,4.5,68.4
12:55:18,366.9,59.0,30.47,39.0,2.25,80.13
12:55:21,865.04,58.0,30.44,93.0,3.37,16.08
13:00:01,269.61,45.0,30.39,93.0,14.62,355.33
13:00:09,1059.15,61.0,30.45,64.0,10.12,101.98
13:00:20,357.36,59.0,30.46,38.0,6.75,22.97
13:00:21,633.84,58.0,30.44,93.0,6.75,58.0
13:05:03,384.66,45.0,30.39,93.0,10.12,47.18
13:05:07,1051.8,61.0,30.45,68.0,4.5,339.64
13:05:23,485.56,58.0,30.46,42.0,5.62,77.79
13:05:24,890.21,58.0,30.44,92.0,6.75,93.96
13:10:01,373.61,45.0,30.39,93.0,3.37,49.22
13:10:04,1058.61,61.0,30.44,61.0,5.62,96.98
13:10:18,434.2,57.0,30.46,44.0,3.37,50.18
13:10:20,620.06,59.0,30.44,94.0,7.87,7.05
13:15:02,291.13,45.0,30.38,93.0,5.62,30.35
13:15:07,1048.67,62.0,30.44,57.0,7.87,67.84
13:15:18,1127.96,57.0,30.45,45.0,6.75,120.89
13:15:20,1272.97,58.0,30.44,95.0,11.25,25.51
13:20:03,193.56,45.0,30.38,93.0,6.75,49.63
13:20:08,1039.12,62.0,30.44,65.0,3.37,238.47
13:20:18,458.26,58.0,30.45,43.0,5.62,74.7
13:20:21,520.91,57.0,30.43,95.0,5.62,1.17
13:25:02,135.29,45.0,30.38,93.0,6.75,65.03
13:25:04,1019.48,62.0,30.44,65.0,9.0,31.15
13:25:21,333.21,58.0,30.46,36.0,7.87,139.26
13:25:22,352.81,57.0,30.43,95.0,4.5,9.83
13:30:02,115.16,45.0,30.38,93.0,6.75,56.4
13:30:10,1018.59,61.0,30.44,66.0,6.75,47.08
13:30:17,405.86,59.0,30.45,38.0,7.87,171.42
13:30:23,474.35,57.0,30.43,96.0,4.5,304.78
13:35:10,998.96,62.0,30.44,62.0,10.12,29.13
13:35:11,135.78,45.0,30.38,93.0,6.75,63.24
13:35:18,795.55,59.0,30.45,36.0,11.25,100.15
13:35:22,404.37,57.0,30.43,98.0,1.12,355.12
13:40:01,181.06,45.0,30.38,93.0,7.87,87.48
13:40:07,1004.49,62.0,30.44,67.0,2.25,28.19
13:40:20,362.74,57.5,30.44,68.0,6.18,80.96
13:45:08,160.28,45.0,30.37,93.0,10.12,90.6
13:45:20,796.37,55.0,30.43,99.0,7.87,56.95
13:45:21,368.1,59.0,30.45,38.0,12.37,115.6
13:50:01,149.94,45.0,30.37,93.0,7.87,90.99
13:50:05,989.02,62.0,30.43,61.0,6.75,120.03
13:50:18,378.76,58.0,30.44,36.0,3.37,60.64
13:50:24,602.58,56.0,30.42,100.0,5.62,68.82
13:55:01,123.69,45.0,30.38,93.0,7.87,55.12
13:55:06,978.9,62.0,30.43,61.0,6.75,46.48
13:55:21,407.24,57.0,30.44,70.0,6.74,63.18
14:00:02,153.61,45.0,30.38,93.0,9.0,23.87
14:00:07,972.4,62.0,30.43,57.0,4.5,104.9
14:00:18,324.53,58.0,30.44,41.0,10.12,55.48
14:00:22,365.79,56.0,30.42,99.0,5.62,30.43
14:05:06,948.24,62.0,30.43,56.0,9.0,60.41
14:05:13,195.96,45.0,30.38,93.0,2.25,15.46
14:05:21,618.3,57.0,30.44,37.0,12.37,72.68
14:05:23,464.12,56.0,30.42,100.0,3.37,333.73
14:10:02,119.95,45.0,30.38,93.0,6.75,45.58
14:10:06,942.14,63.0,30.43,56.0,4.5,94.0
14:10:18,451.73,57.0,30.44,39.0,9.0,15.74
14:10:21,346.05,56.0,30.42,100.0,4.5,64.62
14:15:04,525.9,54.0,30.4,77.0,5.62,71.42
14:15:20,953.29,57.0,30.44,36.0,9.0,71.48
14:15:21,272.32,55.0,30.42,100.0,6.75,74.28
14:20:03,152.32,45.0,30.38,93.0,7.87,145.71
14:20:09,918.24,62.0,30.42,59.0,9.0,53.03
14:20:20,847.57,58.0,30.45,39.0,5.62,53.57
14:20:22,575.09,55.0,30.42,100.0,7.87,94.58
14:25:03,138.16,45.0,30.39,93.0,5.62,106.11
14:25:04,902.24,62.0,30.42,61.0,3.37,357.5
14:25:18,824.28,58.0,30.45,39.0,6.75,85.87
14:25:26,487.41,56.0,30.42,100.0,5.62,0.11
14:30:02,142.81,45.0,30.39,93.0,3.37,97.14
14:30:05,884.62,63.0,30.42,61.0,7.87,39.69
14:30:20,228.02,58.0,30.45,43.0,4.5,113.24
14:30:21,406.87,56.0,30.42,100.0,5.62,0.11
14:35:03,877.7,62.0,30.42,58.0,9.0,3.91
14:35:04,142.58,45.0,30.39,93.0,9.0,125.03
14:35:20,311.43,57.0,30.44,41.0,9.0,54.71
14:35:22,630.06,55.0,30.42,100.0,9.0,352.2
14:40:02,121.6,45.0,30.38,93.0,5.62,94.35
14:40:08,866.92,62.0,30.42,59.0,7.87,357.11
14:40:18,590.16,57.0,30.44,45.0,6.75,93.3
14:40:22,439.4,55.0,30.42,100.0,3.37,206.08
14:45:01,93.31,45.0,30.38,93.0,6.75,45.67
14:45:08,856.11,62.0,30.42,60.0,5.62,56.36
14:45:17,235.77,57.0,30.44,44.0,4.5,40.39
14:45:24,559.85,55.0,30.42,100.0,6.75,359.93
14:50:04,479.92,53.5,30.4,75.0,9.56,66.7
14:50:17,785.8,57.0,30.44,44.0,2.25,348.09
14:50:19,446.54,55.0,30.42,100.0,7.87,26.66
14:55:04,128.28,45.0,30.36,93.0,13.5,142.78
14:55:18,717.29,58.0,30.44,45.0,2.25,83.12
14:55:23,522.48,55.0,30.42,100.0,9.0,95.84
15:00:02,138.11,45.0,30.36,93.0,12.37,109.28
15:00:06,806.42,62.0,30.42,59.0,5.62,5.42
15:00:18,676.95,58.0,30.44,39.0,7.87,98.33
15:00:23,404.0,55.0,30.42,101.0,4.5,17.17
15:05:01,121.17,45.0,30.36,93.0,7.87,125.7
15:05:04,793.65,62.0,30.42,58.0,7.87,116.21
15:05:17,638.61,58.0,30.44,41.0,4.5,14.12
15:05:22,359.02,55.0,30.42,101.0,6.75,109.38
15:10:02,106.41,45.0,30.37,93.0,2.25,300.31
15:10:09,782.78,62.0,30.41,60.0,2.25,22.44
15:10:19,620.35,58.0,30.44,38.0,12.37,55.8
15:10:23,326.2,55.0,30.42,101.0,6.75,10.65
15:15:04,120.33,45.0,30.36,93.0,5.62,150.27
15:15:07,773.13,63.0,30.41,63.0,11.25,92.76
15:15:18,600.28,58.0,30.44,38.0,5.62,30.34
15:15:22,250.26,55.0,30.42,101.0,7.87,343.84
15:20:02,138.27,45.0,30.37,93.0,4.5,74.88
15:20:05,760.63,62.0,30.41,55.0,9.0,115.26
15:20:17,584.49,58.0,30.44,39.0,3.37,53.05
15:20:20,333.17,55.0,30.42,101.0,7.87,42.2
15:25:03,135.96,45.0,30.37,93.0,2.25,185.95
15:25:07,739.28,62.0,30.41,58.0,11.25,1.89
15:25:17,591.04,58.0,30.44,42.0,6.75,14.26
15:25:25,305.5,55.0,30.42,101.0,4.5,50.06
15:30:04,132.22,45.0,30.37,93.0,9.0,98.93
15:30:10,725.79,62.0,30.41,56.0,2.25,76.66
15:30:18,402.35,58.0,30.44,51.0,3.37,39.62
15:30:24,276.83,55.0,30.42,101.0,5.62,15.96
15:35:02,125.35,45.0,30.37,93.0,5.62,113.12
15:35:18,587.05,57.0,30.44,49.0,2.25,176.09
15:35:21,411.41,55.0,30.42,101.0,7.87,29.88
15:40:03,689.85,63.0,30.42,60.0,5.62,329.36
15:40:05,118.96,45.0,30.37,93.0,3.37,134.5
15:40:18,480.6,57.0,30.44,43.0,0.0,3.04
15:40:27,218.21,55.0,30.42,101.0,9.0,70.32
15:45:01,82.49,45.0,30.37,93.0,3.37,27.02
15:45:07,669.48,63.0,30.41,58.0,10.12,46.06
15:45:17,380.04,57.0,30.44,43.0,3.37,143.88
15:45:22,195.33,54.0,30.42,101.0,6.75,350.99
15:50:02,67.33,45.0,30.37,93.0,3.37,322.95
15:50:19,539.66,57.0,30.44,41.0,7.87,103.72
15:50:24,303.12,54.0,30.42,101.0,5.62,99.43
15:55:04,83.05,45.0,30.38,93.0,7.87,44.75
15:55:08,628.8,63.0,30.42,58.0,6.75,1.55
15:55:18,484.87,57.0,30.44,48.0,4.5,89.92
15:55:25,282.29,54.0,30.42,101.0,2.25,133.66
16:00:04,69.01,45.0,30.38,93.0,6.75,82.33
16:00:06,596.57,62.0,30.42,56.0,5.62,81.7
16:00:20,381.62,55.5,30.43,76.0,6.18,28.02
16:05:05,90.83,45.0,30.38,93.0,3.37,0.17
16:05:07,577.1,62.0,30.42,57.0,7.87,53.61
16:05:17,142.56,57.0,30.44,54.0,5.62,89.49
16:05:22,155.63,54.0,30.42,101.0,5.62,76.55
16:10:03,70.93,45.0,30.38,93.0,4.5,61.84
16:10:11,573.13,62.0,30.42,58.0,3.37,14.04
16:10:17,131.41,56.0,30.44,47.0,4.5,135.67
16:10:19,108.29,54.0,30.42,101.0,3.37,7.49
16:15:01,78.0,45.0,30.38,93.0,6.75,71.33
16:15:08,564.1,62.0,30.42,58.0,6.75,49.52
16:15:18,133.57,56.0,30.44,50.0,7.87,148.86
16:15:24,174.48,54.0,30.42,101.0,5.62,68.02
16:20:03,314.7,53.5,30.4,75.0,5.62,15.7
16:20:18,155.78,56.0,30.44,51.0,2.25,31.96
16:20:19,142.93,54.0,30.42,101.0,4.5,133.87
16:25:03,111.77,45.0,30.38,93.0,11.25,137.3
16:25:06,497.13,63.0,30.42,50.0,5.62,79.57
16:25:20,151.81,55.0,30.44,57.0,2.25,8.85
16:25:22,190.03,53.0,30.42,101.0,3.37,2.31
16:30:04,101.31,45.0,30.38,93.0,13.5,110.14
16:30:07,487.99,63.0,30.42,53.0,12.37,79.61
16:30:19,206.75,55.0,30.44,61.0,2.25,87.05
16:30:20,153.46,53.0,30.42,101.0,2.25,167.76
16:35:01,65.25,45.0,30.39,93.0,9.0,0.18
16:35:03,409.4,62.0,30.42,53.0,7.87,98.89
16:35:18,423.74,54.0,30.44,58.0,3.37,84.36
16:35:21,198.5,53.0,30.43,101.0,4.5,174.08
16:40:05,53.54,45.0,30.39,93.0,7.87,86.84
16:40:10,457.65,62.0,30.42,52.0,11.25,78.89
16:40:20,148.48,54.0,30.44,62.0,3.37,78.83
16:40:24,79.92,53.0,30.43,101.0,5.62,70.27
16:45:03,52.95,45.0,30.39,93.0,7.87,106.27
16:45:04,394.97,62.0,30.43,52.0,6.75,99.17
16:45:17,118.2,54.0,30.44,61.0,5.62,72.46
16:45:24,67.39,53.0,30.43,101.0,7.87,146.86
16:50:01,48.33,45.0,30.39,93.0,9.0,61.57
16:50:07,391.31,62.0,30.43,52.0,4.5,158.17
16:50:18,100.99,54.0,30.45,60.0,3.37,58.5
16:50:20,112.33,53.0,30.43,101.0,5.62,142.16
16:55:02,36.7,45.0,30.39,93.0,12.37,65.72
16:55:05,419.82,62.0,30.43,53.0,7.87,101.72
16:55:18,76.84,53.0,30.45,68.0,5.62,95.16
16:55:23,114.32,53.0,30.43,101.0,6.75,66.07
17:00:01,42.48,45.0,30.39,93.0,7.87,48.73
17:00:04,295.09,62.0,30.43,54.0,5.62,133.77
17:00:17,168.94,53.0,30.45,68.0,5.62,77.02
17:00:23,82.0,53.0,30.43,101.0,6.75,126.79
17:05:03,30.64,45.0,30.39,93.0,9.0,87.84
17:05:08,135.35,61.0,30.43,54.0,9.0,150.09
17:05:17,159.66,53.0,30.45,45.0,4.5,150.55
17:05:21,56.91,53.0,30.43,101.0,3.37,25.99
17:10:02,33.09,45.0,30.4,93.0,6.75,37.42
17:10:05,136.33,60.0,30.43,56.0,2.25,30.91
17:10:17,124.48,54.0,30.45,37.0,2.25,95.64
17:10:19,87.28,53.0,30.43,101.0,3.37,30.96
17:15:02,33.43,45.0,30.4,93.0,3.37,187.25
17:15:08,128.31,60.0,30.43,59.0,2.25,7.77
17:15:21,82.22,53.5,30.44,69.0,4.5,79.64
17:20:02,18.72,45.0,30.39,93.0,3.37,67.47
17:20:05,117.46,59.0,30.43,60.0,1.12,62.22
17:20:21,84.55,55.0,30.45,38.0,3.37,128.87
17:20:23,68.09,53.0,30.43,101.0,6.75,133.96
17:25:02,16.98,45.0,30.4,93.0,7.87,128.69
17:25:04,107.07,59.0,30.43,58.0,5.62,94.85
17:25:17,49.65,55.0,30.45,38.0,4.5,131.45
17:25:23,63.53,53.0,30.43,101.0,3.37,57.82
17:30:05,13.78,45.0,30.4,93.0,10.12,144.84
17:30:09,92.85,59.0,30.44,57.0,1.12,94.26
17:30:20,35.18,54.0,30.46,39.0,0.0,97.94
17:30:23,33.44,52.0,30.44,101.0,2.25,48.1
17:35:05,5.79,45.0,30.4,93.0,4.5,157.9
17:35:18,18.27,54.0,30.46,39.0,4.5,116.67
17:35:20,19.16,52.0,30.44,101.0,5.62,71.9
17:40:01,3.28,45.0,30.4,93.0,5.62,113.29
17:40:12,80.18,58.0,30.44,56.0,7.87,123.45
17:40:18,13.17,53.0,30.46,38.0,4.5,118.24
17:40:24,88.6,52.0,30.44,101.0,4.5,68.34
17:45:03,2.56,45.0,30.4,93.0,4.5,138.91
17:45:18,10.1,53.0,30.45,38.0,2.25,136.73
17:45:22,37.06,52.0,30.44,102.0,7.87,73.0
17:50:08,27.06,51.5,30.42,74.5,3.38,99.5
17:50:17,8.03,52.0,30.45,39.0,3.37,172.25
17:50:21,26.05,52.0,30.44,102.0,4.5,94.81
17:55:01,1.37,45.0,30.4,93.0,10.12,140.96
17:55:08,46.79,58.0,30.44,56.0,3.37,65.06
17:55:17,4.82,52.0,30.45,40.0,4.5,158.45
17:55:21,16.23,52.0,30.44,102.0,2.25,338.31
18:00:01,1.22,45.0,30.4,93.0,6.75,103.75
18:00:07,28.36,58.0,30.44,57.0,2.25,39.39
18:00:18,1.77,51.0,30.45,42.0,4.5,158.93
18:00:22,8.17,52.0,30.44,102.0,5.62,54.3
18:05:03,1.22,45.0,30.4,93.0,3.37,235.8
18:05:04,16.63,58.0,30.44,54.0,2.25,76.68
18:05:18,1.27,51.0,30.46,42.0,4.5,122.72
18:05:19,4.61,52.0,30.44,102.0,6.75,56.09
18:10:05,1.21,45.0,30.4,93.0,5.62,169.21
18:10:09,13.08,57.0,30.44,55.0,3.37,111.12
18:10:20,2.22,51.0,30.44,102.0,7.87,104.91
18:10:23,1.27,50.0,30.46,41.0,4.5,155.06
18:15:05,1.2,45.0,30.4,93.0,7.87,154.42
18:15:09,11.66,57.0,30.44,57.0,4.5,125.58
18:15:17,1.23,50.0,30.46,42.0,7.87,167.99
18:15:29,1.98,52.0,30.44,102.0,4.5,196.38
18:20:02,1.21,45.0,30.4,93.0,5.62,133.95
18:20:03,9.45,57.0,30.44,59.0,4.5,141.64
18:20:19,1.22,50.0,30.46,41.0,6.75,160.6
18:20:25,1.74,52.0,30.44,102.0,1.12,3.49
18:25:05,1.2,45.0,30.4,93.0,4.5,120.36
18:25:06,11.46,57.0,30.44,59.0,4.5,152.66
18:25:18,1.24,50.0,30.46,42.0,5.62,158.86
18:25:19,1.29,52.0,30.44,102.0,1.12,185.66
18:30:01,1.19,45.0,30.4,93.0,11.25,128.55
18:30:17,1.28,49.0,30.46,41.0,10.12,162.55
18:30:20,1.29,52.0,30.44,102.0,4.5,38.84
18:35:04,1.21,45.0,30.4,93.0,6.75,37.11
18:35:17,1.25,50.0,30.46,39.0,5.62,165.44
18:35:23,1.29,52.0,30.44,102.0,3.37,62.42
18:40:03,1.21,45.0,30.4,93.0,4.5,123.41
18:40:04,5.78,56.0,30.44,59.0,2.25,109.7
18:40:18,1.28,50.0,30.46,39.0,5.62,120.66
18:40:23,1.32,52.0,30.44,102.0,2.25,60.26
18:45:05,2.72,50.5,30.42,76.0,7.88,118.14
18:45:17,1.27,49.0,30.46,40.0,9.0,119.56
18:45:26,1.27,52.0,30.44,102.0,3.37,60.29
18:50:04,1.22,45.0,30.4,93.0,12.37,171.48
18:50:06,2.51,56.0,30.44,61.0,3.37,142.83
18:50:18,1.25,49.0,30.46,42.0,6.75,164.63
18:50:23,1.22,52.0,30.45,102.0,4.5,88.96
18:55:04,1.23,45.0,30.4,93.0,2.25,66.79
18:55:17,1.25,49.0,30.46,44.0,3.37,155.66
18:55:21,1.33,52.0,30.45,102.0,4.5,111.31
19:00:02,1.22,45.0,30.4,93.0,4.5,152.2
19:00:06,2.77,55.0,30.45,63.0,4.5,145.28
19:00:17,1.22,49.0,30.46,45.0,5.62,147.7
19:00:27,1.27,52.0,30.45,102.0,5.62,36.07
19:05:02,1.21,45.0,30.4,93.0,7.87,79.43
19:05:04,3.04,55.0,30.45,64.0,0.0,127.1
19:05:19,1.25,48.0,30.46,44.0,5.62,126.08
19:05:20,1.28,52.0,30.45,102.0,3.37,0.1
19:10:03,1.21,45.0,30.41,93.0,2.25,31.0
19:10:06,2.53,55.0,30.45,65.0,3.37,155.71
19:10:18,1.25,48.0,30.46,45.0,5.62,148.44
19:10:24,1.28,51.0,30.45,102.0,5.62,128.74
19:15:01,1.21,45.0,30.41,93.0,4.5,94.78
19:15:17,1.26,48.0,30.47,47.0,7.87,155.15
19:15:39,1.26,50.0,30.45,102.0,9.0,109.12
19:20:02,1.21,45.0,30.41,93.0,1.12,130.61
19:20:07,2.62,55.0,30.45,61.0,3.37,68.27
19:20:19,1.22,47.0,30.47,45.0,7.87,151.13
19:20:23,1.27,51.0,30.45,102.0,2.25,108.49
19:25:05,1.23,45.0,30.41,93.0,11.25,165.77
19:25:06,2.63,55.0,30.45,60.0,1.12,83.02
19:25:18,1.24,47.0,30.47,44.0,3.37,163.61
19:25:21,1.27,51.0,30.45,102.0,5.62,149.0
19:30:01,1.2,45.0,30.41,93.0,5.62,114.1
19:30:05,2.22,55.0,30.45,67.0,2.25,60.17
19:30:20,1.25,47.0,30.47,43.0,4.5,160.52
19:30:23,1.27,51.0,30.46,102.0,3.37,120.3
19:35:01,1.23,45.0,30.41,93.0,4.5,92.65
